sample,time_s,Fx,Fy,Fz,Mx,My,Mz,COP_AP,COP_ML,fs
272,0.272,1.538343,0.519374,688.744543,0.062325,-0.184601,0.029984,-37.787801,11.820905,1000
273,0.273,1.530749,0.506014,688.779010,0.060722,-0.183690,0.029989,-37.785572,11.815955,1000
274,0.274,1.523262,0.492644,688.814028,0.059117,-0.182791,0.029993,-37.783429,11.810952,1000
275,0.275,1.515886,0.479265,688.849587,0.057512,-0.181906,0.029996,-37.781373,11.805899,1000
276,0.276,1.508620,0.465880,688.885673,0.055906,-0.181034,0.029998,-37.779402,11.800794,1000
277,0.277,1.501467,0.452488,688.922276,0.054299,-0.180176,0.030000,-37.777517,11.795637,1000
278,0.278,1.494428,0.439090,688.959383,0.052691,-0.179331,0.030000,-37.775718,11.790429,1000
279,0.279,1.487505,0.425689,688.996981,0.051083,-0.178501,0.029999,-37.774004,11.785170,1000
280,0.280,1.480699,0.412285,689.035058,0.049474,-0.177684,0.029998,-37.772374,11.779860,1000
281,0.281,1.474011,0.398878,689.073601,0.047865,-0.176881,0.029995,-37.770829,11.774499,1000
282,0.282,1.467442,0.385471,689.112598,0.046257,-0.176093,0.029991,-37.769368,11.769086,1000
283,0.283,1.460994,0.372064,689.152034,0.044648,-0.175319,0.029987,-37.767991,11.763623,1000
284,0.284,1.454668,0.358658,689.191897,0.043039,-0.174560,0.029981,-37.766698,11.758108,1000
285,0.285,1.448466,0.345254,689.232172,0.041431,-0.173816,0.029975,-37.765487,11.752543,1000
286,0.286,1.442387,0.331854,689.272847,0.039822,-0.173086,0.029968,-37.764360,11.746927,1000
287,0.287,1.436434,0.318458,689.313907,0.038215,-0.172372,0.029959,-37.763315,11.741260,1000
288,0.288,1.430607,0.305067,689.355337,0.036608,-0.171673,0.029950,-37.762352,11.735542,1000
289,0.289,1.424908,0.291684,689.397125,0.035002,-0.170989,0.029940,-37.761471,11.729774,1000
290,0.290,1.419338,0.278307,689.439254,0.033397,-0.170321,0.029928,-37.760671,11.723955,1000
291,0.291,1.413897,0.264939,689.481712,0.031793,-0.169668,0.029916,-37.759953,11.718086,1000
292,0.292,1.408586,0.251581,689.524482,0.030190,-0.169030,0.029903,-37.759315,11.712167,1000
293,0.293,1.403407,0.238234,689.567551,0.028588,-0.168409,0.029889,-37.758758,11.706197,1000
294,0.294,1.398360,0.224899,689.610902,0.026988,-0.167803,0.029874,-37.758280,11.700177,1000
295,0.295,1.393446,0.211576,689.654522,0.025389,-0.167214,0.029858,-37.757883,11.694107,1000
296,0.296,1.388666,0.198267,689.698394,0.023792,-0.166640,0.029841,-37.757564,11.687987,1000
297,0.297,1.384020,0.184973,689.742504,0.022197,-0.166082,0.029823,-37.757325,11.681817,1000
298,0.298,1.379509,0.171696,689.786836,0.020603,-0.165541,0.029804,-37.757164,11.675597,1000
299,0.299,1.375134,0.158435,689.831375,0.019012,-0.165016,0.029784,-37.757081,11.669327,1000
300,0.300,1.370895,0.145192,689.876104,0.017423,-0.164507,0.029763,-37.757076,11.663008,1000
301,0.301,1.366793,0.131969,689.921008,0.015836,-0.164015,0.029742,-37.757148,11.656639,1000
302,0.302,1.362829,0.118765,689.966071,0.014252,-0.163539,0.029719,-37.757297,11.650221,1000
303,0.303,1.359003,0.105583,690.011278,0.012670,-0.163080,0.029695,-37.757523,11.643753,1000
304,0.304,1.355315,0.092423,690.056613,0.011091,-0.162638,0.029671,-37.757824,11.637236,1000
305,0.305,1.351766,0.079286,690.102058,0.009514,-0.162212,0.029645,-37.758202,11.630670,1000
306,0.306,1.348357,0.066174,690.147599,0.007941,-0.161803,0.029619,-37.758655,11.624055,1000
307,0.307,1.345086,0.053086,690.193220,0.006370,-0.161410,0.029591,-37.759182,11.617391,1000
308,0.308,1.341956,0.040025,690.238903,0.004803,-0.161035,0.029563,-37.759785,11.610678,1000
309,0.309,1.338966,0.026992,690.284633,0.003239,-0.160676,0.029534,-37.760461,11.603917,1000
310,0.310,1.336116,0.013986,690.330394,0.001678,-0.160334,0.029503,-37.761211,11.597106,1000
311,0.311,1.333407,0.001010,690.376169,0.000121,-0.160009,0.029472,-37.762034,11.590248,1000
312,0.312,1.330838,-0.011935,690.421942,-0.001432,-0.159701,0.029440,-37.762929,11.583341,1000
313,0.313,1.328410,-0.024850,690.467697,-0.002982,-0.159409,0.029407,-37.763897,11.576385,1000
314,0.314,1.326122,-0.037732,690.513418,-0.004528,-0.159135,0.029373,-37.764937,11.569382,1000
315,0.315,1.323976,-0.050581,690.559088,-0.006070,-0.158877,0.029338,-37.766049,11.562330,1000
316,0.316,1.321970,-0.063395,690.604690,-0.007607,-0.158636,0.029302,-37.767231,11.555231,1000
317,0.317,1.320105,-0.076175,690.650210,-0.009141,-0.158413,0.029265,-37.768484,11.548083,1000
318,0.318,1.318380,-0.088918,690.695630,-0.010670,-0.158206,0.029227,-37.769807,11.540888,1000
319,0.319,1.316795,-0.101624,690.740934,-0.012195,-0.158015,0.029189,-37.771200,11.533646,1000
320,0.320,1.315351,-0.114292,690.786106,-0.013715,-0.157842,0.029149,-37.772662,11.526356,1000
321,0.321,1.314047,-0.126920,690.831131,-0.015230,-0.157686,0.029108,-37.774192,11.519019,1000
322,0.322,1.312882,-0.139509,690.875991,-0.016741,-0.157546,0.029067,-37.775791,11.511635,1000
323,0.323,1.311857,-0.152057,690.920672,-0.018247,-0.157423,0.029024,-37.777457,11.504203,1000
324,0.324,1.310970,-0.164562,690.965156,-0.019747,-0.157316,0.028981,-37.779191,11.496725,1000
325,0.325,1.310223,-0.177025,691.009428,-0.021243,-0.157227,0.028937,-37.780991,11.489201,1000
326,0.326,1.309613,-0.189444,691.053473,-0.022733,-0.157154,0.028891,-37.782858,11.481629,1000
327,0.327,1.309141,-0.201818,691.097274,-0.024218,-0.157097,0.028845,-37.784791,11.474011,1000
328,0.328,1.308806,-0.214147,691.140816,-0.025698,-0.157057,0.028798,-37.786789,11.466347,1000
329,0.329,1.308608,-0.226429,691.184084,-0.027172,-0.157033,0.028750,-37.788852,11.458637,1000
330,0.330,1.308546,-0.238664,691.227061,-0.028640,-0.157025,0.028701,-37.790979,11.450881,1000
331,0.331,1.308619,-0.250850,691.269733,-0.030102,-0.157034,0.028652,-37.793170,11.443078,1000
332,0.332,1.308827,-0.262987,691.312084,-0.031558,-0.157059,0.028601,-37.795425,11.435230,1000
333,0.333,1.309169,-0.275074,691.354100,-0.033009,-0.157100,0.028549,-37.797742,11.427337,1000
334,0.334,1.309644,-0.287110,691.395765,-0.034453,-0.157157,0.028497,-37.800122,11.419398,1000
335,0.335,1.310251,-0.299093,691.437064,-0.035891,-0.157230,0.028443,-37.802564,11.411414,1000
336,0.336,1.310990,-0.311025,691.477983,-0.037323,-0.157319,0.028389,-37.805066,11.403385,1000
337,0.337,1.311860,-0.322902,691.518507,-0.038748,-0.157423,0.028333,-37.807630,11.395311,1000
338,0.338,1.312860,-0.334725,691.558622,-0.040167,-0.157543,0.028277,-37.810254,11.387192,1000
339,0.339,1.313988,-0.346493,691.598313,-0.041579,-0.157679,0.028220,-37.812938,11.379028,1000
340,0.340,1.315245,-0.358204,691.637566,-0.042985,-0.157829,0.028162,-37.815681,11.370820,1000
341,0.341,1.316628,-0.369859,691.676368,-0.044383,-0.157995,0.028103,-37.818483,11.362568,1000
342,0.342,1.318137,-0.381455,691.714705,-0.045775,-0.158176,0.028043,-37.821344,11.354271,1000
343,0.343,1.319771,-0.392994,691.752562,-0.047159,-0.158373,0.027983,-37.824261,11.345931,1000
344,0.344,1.321528,-0.404472,691.789927,-0.048537,-0.158583,0.027921,-37.827237,11.337547,1000
345,0.345,1.323408,-0.415890,691.826787,-0.049907,-0.158809,0.027858,-37.830268,11.329119,1000
346,0.346,1.325410,-0.427248,691.863128,-0.051270,-0.159049,0.027795,-37.833356,11.320648,1000
347,0.347,1.327531,-0.438543,691.898937,-0.052625,-0.159304,0.027731,-37.836499,11.312133,1000
348,0.348,1.329771,-0.449776,691.934202,-0.053973,-0.159572,0.027666,-37.839698,11.303576,1000
349,0.349,1.332128,-0.460946,691.968911,-0.055313,-0.159855,0.027600,-37.842950,11.294975,1000
350,0.350,1.334602,-0.472051,692.003051,-0.056646,-0.160152,0.027533,-37.846257,11.286332,1000
351,0.351,1.337190,-0.483091,692.036611,-0.057971,-0.160463,0.027465,-37.849617,11.277646,1000
352,0.352,1.339891,-0.494066,692.069578,-0.059288,-0.160787,0.027396,-37.853030,11.268917,1000
353,0.353,1.342704,-0.504975,692.101941,-0.060597,-0.161125,0.027327,-37.856495,11.260147,1000
354,0.354,1.345628,-0.515816,692.133688,-0.061898,-0.161475,0.027256,-37.860012,11.251335,1000
355,0.355,1.348661,-0.526589,692.164810,-0.063191,-0.161839,0.027185,-37.863580,11.242480,1000
356,0.356,1.351801,-0.537294,692.195294,-0.064475,-0.162216,0.027113,-37.867199,11.233584,1000
357,0.357,1.355046,-0.547930,692.225130,-0.065752,-0.162606,0.027040,-37.870867,11.224647,1000
358,0.358,1.358396,-0.558496,692.254308,-0.067020,-0.163008,0.026966,-37.874585,11.215668,1000
359,0.359,1.361848,-0.568991,692.282819,-0.068279,-0.163422,0.026891,-37.878352,11.206648,1000
360,0.360,1.365401,-0.579415,692.310651,-0.069530,-0.163848,0.026815,-37.882168,11.197588,1000
361,0.361,1.369054,-0.589767,692.337796,-0.070772,-0.164286,0.026739,-37.886031,11.188486,1000
362,0.362,1.372803,-0.600047,692.364244,-0.072006,-0.164736,0.026661,-37.889941,11.179345,1000
363,0.363,1.376648,-0.610253,692.389986,-0.073230,-0.165198,0.026583,-37.893898,11.170162,1000
364,0.364,1.380587,-0.620385,692.415014,-0.074446,-0.165670,0.026504,-37.897900,11.160940,1000
365,0.365,1.384619,-0.630443,692.439319,-0.075653,-0.166154,0.026424,-37.901949,11.151678,1000
366,0.366,1.388740,-0.640425,692.462893,-0.076851,-0.166649,0.026343,-37.906042,11.142376,1000
367,0.367,1.392949,-0.650332,692.485728,-0.078040,-0.167154,0.026262,-37.910179,11.133035,1000
368,0.368,1.397245,-0.660163,692.507817,-0.079220,-0.167669,0.026179,-37.914360,11.123654,1000
369,0.369,1.401626,-0.669916,692.529151,-0.080390,-0.168195,0.026096,-37.918585,11.114235,1000
370,0.370,1.406088,-0.679592,692.549725,-0.081551,-0.168731,0.026012,-37.922851,11.104776,1000
371,0.371,1.410632,-0.689190,692.569530,-0.082703,-0.169276,0.025927,-37.927160,11.095279,1000
372,0.372,1.415254,-0.698709,692.588562,-0.083845,-0.169830,0.025841,-37.931510,11.085743,1000
373,0.373,1.419952,-0.708149,692.606814,-0.084978,-0.170394,0.025755,-37.935901,11.076169,1000
374,0.374,1.424724,-0.717510,692.624280,-0.086101,-0.170967,0.025667,-37.940331,11.066557,1000
375,0.375,1.429569,-0.726790,692.640954,-0.087215,-0.171548,0.025579,-37.944802,11.056908,1000
376,0.376,1.434484,-0.735989,692.656832,-0.088319,-0.172138,0.025490,-37.949311,11.047220,1000
377,0.377,1.439468,-0.745107,692.671908,-0.089413,-0.172736,0.025400,-37.953859,11.037495,1000
378,0.378,1.444517,-0.754143,692.686178,-0.090497,-0.173342,0.025310,-37.958444,11.027733,1000
379,0.379,1.449629,-0.763097,692.699637,-0.091572,-0.173956,0.025218,-37.963067,11.017935,1000
380,0.380,1.454803,-0.771968,692.712282,-0.092636,-0.174576,0.025126,-37.967726,11.008099,1000
381,0.381,1.460037,-0.780756,692.724110,-0.093691,-0.175204,0.025033,-37.972421,10.998227,1000
382,0.382,1.465327,-0.789460,692.735115,-0.094735,-0.175839,0.024939,-37.977151,10.988319,1000
383,0.383,1.470673,-0.798080,692.745297,-0.095770,-0.176481,0.024844,-37.981916,10.978374,1000
384,0.384,1.476070,-0.806615,692.754652,-0.096794,-0.177128,0.024749,-37.986715,10.968394,1000
385,0.385,1.481518,-0.815066,692.763178,-0.097808,-0.177782,0.024652,-37.991548,10.958378,1000
386,0.386,1.487014,-0.823431,692.770872,-0.098812,-0.178442,0.024555,-37.996414,10.948327,1000
387,0.387,1.492555,-0.831710,692.777733,-0.099805,-0.179107,0.024457,-38.001311,10.938240,1000
388,0.388,1.498139,-0.839903,692.783760,-0.100788,-0.179777,0.024359,-38.006241,10.928119,1000
389,0.389,1.503764,-0.848009,692.788952,-0.101761,-0.180452,0.024259,-38.011201,10.917963,1000
390,0.390,1.509428,-0.856028,692.793308,-0.102723,-0.181131,0.024159,-38.016192,10.907772,1000
391,0.391,1.515127,-0.863960,692.796827,-0.103675,-0.181815,0.024058,-38.021213,10.897548,1000
392,0.392,1.520860,-0.871805,692.799509,-0.104617,-0.182503,0.023957,-38.026263,10.887289,1000
393,0.393,1.526624,-0.879561,692.801356,-0.105547,-0.183195,0.023854,-38.031341,10.876997,1000
394,0.394,1.532416,-0.887229,692.802367,-0.106467,-0.183890,0.023751,-38.036448,10.866671,1000
395,0.395,1.538235,-0.894808,692.802543,-0.107377,-0.184588,0.023647,-38.041582,10.856312,1000
396,0.396,1.544077,-0.902298,692.801885,-0.108276,-0.185289,0.023542,-38.046742,10.845919,1000
397,0.397,1.549941,-0.909699,692.800396,-0.109164,-0.185993,0.023436,-38.051928,10.835494,1000
398,0.398,1.555823,-0.917010,692.798077,-0.110041,-0.186699,0.023330,-38.057140,10.825037,1000
399,0.399,1.561721,-0.924232,692.794930,-0.110908,-0.187407,0.023223,-38.062377,10.814547,1000
400,0.400,1.567633,-0.931363,692.790958,-0.111764,-0.188116,0.023115,-38.067638,10.804025,1000
401,0.401,1.573556,-0.938404,692.786163,-0.112608,-0.188827,0.023007,-38.072923,10.793471,1000
402,0.402,1.579488,-0.945355,692.780550,-0.113443,-0.189539,0.022898,-38.078230,10.782886,1000
403,0.403,1.585425,-0.952214,692.774120,-0.114266,-0.190251,0.022788,-38.083560,10.772270,1000
404,0.404,1.591366,-0.958983,692.766879,-0.115078,-0.190964,0.022677,-38.088912,10.761622,1000
405,0.405,1.597308,-0.965660,692.758830,-0.115879,-0.191677,0.022566,-38.094284,10.750943,1000
406,0.406,1.603248,-0.972246,692.749978,-0.116670,-0.192390,0.022453,-38.099677,10.740234,1000
407,0.407,1.609183,-0.978740,692.740328,-0.117449,-0.193102,0.022341,-38.105090,10.729495,1000
408,0.408,1.615112,-0.985143,692.729884,-0.118217,-0.193813,0.022227,-38.110522,10.718726,1000
409,0.409,1.621031,-0.991453,692.718652,-0.118974,-0.194524,0.022113,-38.115973,10.707927,1000
410,0.410,1.626938,-0.997671,692.706638,-0.119721,-0.195233,0.021998,-38.121441,10.697098,1000
411,0.411,1.632830,-1.003798,692.693848,-0.120456,-0.195940,0.021882,-38.126927,10.686240,1000
412,0.412,1.638704,-1.009831,692.680287,-0.121180,-0.196645,0.021766,-38.132429,10.675353,1000
413,0.413,1.644559,-1.015773,692.665964,-0.121893,-0.197347,0.021648,-38.137948,10.664437,1000
414,0.414,1.650391,-1.021622,692.650884,-0.122595,-0.198047,0.021531,-38.143481,10.653492,1000
415,0.415,1.656198,-1.027378,692.635055,-0.123285,-0.198744,0.021412,-38.149030,10.642520,1000
416,0.416,1.661977,-1.033041,692.618484,-0.123965,-0.199437,0.021293,-38.154593,10.631519,1000
417,0.417,1.667726,-1.038611,692.601179,-0.124633,-0.200127,0.021173,-38.160169,10.620491,1000
418,0.418,1.673441,-1.044089,692.583149,-0.125291,-0.200813,0.021053,-38.165758,10.609435,1000
419,0.419,1.679121,-1.049474,692.564400,-0.125937,-0.201494,0.020931,-38.171359,10.598352,1000
420,0.420,1.684762,-1.054765,692.544943,-0.126572,-0.202171,0.020810,-38.176972,10.587242,1000
421,0.421,1.690363,-1.059964,692.524786,-0.127196,-0.202844,0.020687,-38.182596,10.576106,1000
422,0.422,1.695920,-1.065070,692.503938,-0.127808,-0.203510,0.020564,-38.188230,10.564943,1000
423,0.423,1.701430,-1.070083,692.482409,-0.128410,-0.204172,0.020440,-38.193874,10.553753,1000
424,0.424,1.706892,-1.075002,692.460208,-0.129000,-0.204827,0.020316,-38.199527,10.542538,1000
425,0.425,1.712303,-1.079829,692.437346,-0.129580,-0.205476,0.020190,-38.205188,10.531298,1000
426,0.426,1.717659,-1.084563,692.413832,-0.130148,-0.206119,0.020065,-38.210857,10.520032,1000
427,0.427,1.722959,-1.089204,692.389677,-0.130705,-0.206755,0.019938,-38.216534,10.508741,1000
428,0.428,1.728200,-1.093753,692.364892,-0.131250,-0.207384,0.019811,-38.222217,10.497425,1000
429,0.429,1.733379,-1.098208,692.339487,-0.131785,-0.208005,0.019683,-38.227905,10.486085,1000
430,0.430,1.738494,-1.102571,692.313474,-0.132309,-0.208619,0.019555,-38.233600,10.474720,1000
431,0.431,1.743542,-1.106841,692.286865,-0.132821,-0.209225,0.019426,-38.239298,10.463332,1000
432,0.432,1.748520,-1.111019,692.259671,-0.133322,-0.209822,0.019296,-38.245001,10.451920,1000
433,0.433,1.753427,-1.115104,692.231903,-0.133813,-0.210411,0.019166,-38.250707,10.440484,1000
434,0.434,1.758259,-1.119098,692.203575,-0.134292,-0.210991,0.019035,-38.256416,10.429025,1000
435,0.435,1.763013,-1.122999,692.174698,-0.134760,-0.211562,0.018904,-38.262127,10.417544,1000
436,0.436,1.767689,-1.126808,692.145284,-0.135217,-0.212123,0.018772,-38.267840,10.406039,1000
437,0.437,1.772282,-1.130525,692.115348,-0.135663,-0.212674,0.018639,-38.273554,10.394513,1000
438,0.438,1.776791,-1.134151,692.084901,-0.136098,-0.213215,0.018506,-38.279267,10.382965,1000
439,0.439,1.781213,-1.137685,692.053957,-0.136522,-0.213746,0.018372,-38.284981,10.371394,1000
440,0.440,1.785546,-1.141129,692.022529,-0.136935,-0.214265,0.018238,-38.290693,10.359803,1000
441,0.441,1.789786,-1.144481,691.990630,-0.137338,-0.214774,0.018103,-38.296404,10.348190,1000
442,0.442,1.793932,-1.147742,691.958275,-0.137729,-0.215272,0.017967,-38.302113,10.336556,1000
443,0.443,1.797982,-1.150913,691.925476,-0.138110,-0.215758,0.017831,-38.307819,10.324902,1000
444,0.444,1.801932,-1.153993,691.892249,-0.138479,-0.216232,0.017695,-38.313521,10.313227,1000
445,0.445,1.805781,-1.156983,691.858608,-0.138838,-0.216694,0.017557,-38.319219,10.301533,1000
446,0.446,1.809526,-1.159884,691.824566,-0.139186,-0.217143,0.017419,-38.324913,10.289818,1000
447,0.447,1.813164,-1.162695,691.790138,-0.139523,-0.217580,0.017281,-38.330601,10.278084,1000
448,0.448,1.816694,-1.165416,691.755339,-0.139850,-0.218003,0.017142,-38.336283,10.266331,1000
449,0.449,1.820113,-1.168049,691.720184,-0.140166,-0.218414,0.017003,-38.341959,10.254559,1000
450,0.450,1.823419,-1.170593,691.684687,-0.140471,-0.218810,0.016863,-38.347628,10.242769,1000
451,0.451,1.826610,-1.173048,691.648864,-0.140766,-0.219193,0.016722,-38.353288,10.230960,1000
452,0.452,1.829683,-1.175415,691.612730,-0.141050,-0.219562,0.016581,-38.358941,10.219133,1000
453,0.453,1.832636,-1.177695,691.576299,-0.141323,-0.219916,0.016439,-38.364584,10.207288,1000
454,0.454,1.835466,-1.179887,691.539588,-0.141586,-0.220256,0.016297,-38.370218,10.195426,1000
455,0.455,1.838173,-1.181993,691.502613,-0.141839,-0.220581,0.016154,-38.375841,10.183547,1000
456,0.456,1.840753,-1.184011,691.465387,-0.142081,-0.220890,0.016011,-38.381454,10.171651,1000
457,0.457,1.843204,-1.185944,691.427928,-0.142313,-0.221184,0.015867,-38.387055,10.159738,1000
458,0.458,1.845524,-1.187790,691.390251,-0.142535,-0.221463,0.015723,-38.392645,10.147809,1000
459,0.459,1.847712,-1.189551,691.352371,-0.142746,-0.221725,0.015578,-38.398221,10.135864,1000
460,0.460,1.849765,-1.191227,691.314305,-0.142947,-0.221972,0.015433,-38.403784,10.123904,1000
461,0.461,1.851680,-1.192819,691.276069,-0.143138,-0.222202,0.015287,-38.409334,10.111928,1000
462,0.462,1.853457,-1.194326,691.237679,-0.143319,-0.222415,0.015141,-38.414869,10.099937,1000
463,0.463,1.855093,-1.195749,691.199150,-0.143490,-0.222611,0.014995,-38.420389,10.087931,1000
464,0.464,1.856586,-1.197089,691.160499,-0.143651,-0.222790,0.014847,-38.425893,10.075910,1000
465,0.465,1.857934,-1.198346,691.121742,-0.143802,-0.222952,0.014700,-38.431382,10.063876,1000
466,0.466,1.859135,-1.199521,691.082896,-0.143942,-0.223096,0.014552,-38.436853,10.051827,1000
467,0.467,1.860187,-1.200613,691.043976,-0.144074,-0.223222,0.014403,-38.442307,10.039765,1000
468,0.468,1.861089,-1.201625,691.004998,-0.144195,-0.223331,0.014254,-38.447743,10.027689,1000
469,0.469,1.861839,-1.202555,690.965980,-0.144307,-0.223421,0.014104,-38.453160,10.015601,1000
470,0.470,1.862435,-1.203405,690.926936,-0.144409,-0.223492,0.013955,-38.458558,10.003500,1000
471,0.471,1.862874,-1.204175,690.887884,-0.144501,-0.223545,0.013804,-38.463937,9.991386,1000
472,0.472,1.863156,-1.204865,690.848840,-0.144584,-0.223579,0.013653,-38.469295,9.979260,1000
473,0.473,1.863279,-1.205477,690.809819,-0.144657,-0.223593,0.013502,-38.474632,9.967122,1000
474,0.474,1.863240,-1.206010,690.770839,-0.144721,-0.223589,0.013350,-38.479948,9.954973,1000
475,0.475,1.863039,-1.206466,690.731915,-0.144776,-0.223565,0.013198,-38.485241,9.942813,1000
476,0.476,1.862674,-1.206844,690.693063,-0.144821,-0.223521,0.013046,-38.490512,9.930641,1000
477,0.477,1.862142,-1.207146,690.654300,-0.144858,-0.223457,0.012893,-38.495760,9.918459,1000
478,0.478,1.861444,-1.207372,690.615641,-0.144885,-0.223373,0.012739,-38.500984,9.906267,1000
479,0.479,1.860576,-1.207522,690.577103,-0.144903,-0.223269,0.012585,-38.506184,9.894065,1000
480,0.480,1.859538,-1.207598,690.538702,-0.144912,-0.223145,0.012431,-38.511358,9.881853,1000
481,0.481,1.858328,-1.207599,690.500452,-0.144912,-0.222999,0.012277,-38.516508,9.869631,1000
482,0.482,1.856945,-1.207527,690.462371,-0.144903,-0.222833,0.012122,-38.521631,9.857400,1000
483,0.483,1.855387,-1.207381,690.424474,-0.144886,-0.222646,0.011966,-38.526727,9.845161,1000
484,0.484,1.853654,-1.207163,690.386776,-0.144860,-0.222438,0.011811,-38.531797,9.832913,1000
485,0.485,1.851743,-1.206874,690.349294,-0.144825,-0.222209,0.011654,-38.536839,9.820657,1000
486,0.486,1.849653,-1.206513,690.312042,-0.144782,-0.221958,0.011498,-38.541852,9.808393,1000
487,0.487,1.847384,-1.206082,690.275035,-0.144730,-0.221686,0.011341,-38.546837,9.796121,1000
488,0.488,1.844934,-1.205582,690.238290,-0.144670,-0.221392,0.011184,-38.551792,9.783842,1000
489,0.489,1.842301,-1.205012,690.201821,-0.144601,-0.221076,0.011026,-38.556718,9.771556,1000
490,0.490,1.839486,-1.204374,690.165643,-0.144525,-0.220738,0.010868,-38.561613,9.759263,1000
491,0.491,1.836486,-1.203668,690.129771,-0.144440,-0.220378,0.010710,-38.566477,9.746964,1000
492,0.492,1.833300,-1.202895,690.094220,-0.144347,-0.219996,0.010551,-38.571309,9.734658,1000
493,0.493,1.829928,-1.202056,690.059005,-0.144247,-0.219591,0.010392,-38.576110,9.722347,1000
494,0.494,1.826369,-1.201151,690.024139,-0.144138,-0.219164,0.010233,-38.580878,9.710030,1000
495,0.495,1.822621,-1.200182,689.989637,-0.144022,-0.218715,0.010073,-38.585612,9.697709,1000
496,0.496,1.818685,-1.199148,689.955513,-0.143898,-0.218242,0.009913,-38.590314,9.685382,1000
497,0.497,1.814558,-1.198051,689.921781,-0.143766,-0.217747,0.009753,-38.594981,9.673051,1000
498,0.498,1.810240,-1.196892,689.888456,-0.143627,-0.217229,0.009593,-38.599613,9.660715,1000
499,0.499,1.805731,-1.195670,689.855549,-0.143480,-0.216688,0.009432,-38.604210,9.648375,1000
500,0.500,1.801029,-1.194388,689.823076,-0.143327,-0.216123,0.009271,-38.608772,9.636032,1000
501,0.501,1.796134,-1.193045,689.791049,-0.143165,-0.215536,0.009109,-38.613297,9.623686,1000
502,0.502,1.791045,-1.191642,689.759482,-0.142997,-0.214925,0.008947,-38.617785,9.611336,1000
503,0.503,1.785762,-1.190181,689.728386,-0.142822,-0.214291,0.008785,-38.622236,9.598984,1000
504,0.504,1.780283,-1.188661,689.697775,-0.142639,-0.213634,0.008623,-38.626650,9.586629,1000
505,0.505,1.774610,-1.187085,689.667661,-0.142450,-0.212953,0.008460,-38.631025,9.574272,1000
506,0.506,1.768740,-1.185452,689.638057,-0.142254,-0.212249,0.008297,-38.635362,9.561913,1000
507,0.507,1.762673,-1.183763,689.608975,-0.142052,-0.211521,0.008134,-38.639659,9.549552,1000
508,0.508,1.756410,-1.182020,689.580425,-0.141842,-0.210769,0.007971,-38.643916,9.537190,1000
509,0.509,1.749950,-1.180222,689.552421,-0.141627,-0.209994,0.007807,-38.648134,9.524828,1000
510,0.510,1.743291,-1.178371,689.524972,-0.141405,-0.209195,0.007643,-38.652310,9.512465,1000
511,0.511,1.736435,-1.176468,689.498091,-0.141176,-0.208372,0.007479,-38.656446,9.500101,1000
512,0.512,1.729381,-1.174514,689.471788,-0.140942,-0.207526,0.007315,-38.660539,9.487737,1000
513,0.513,1.722128,-1.172509,689.446073,-0.140701,-0.206655,0.007150,-38.664591,9.475374,1000
514,0.514,1.714677,-1.170454,689.420958,-0.140454,-0.205761,0.006985,-38.668600,9.463011,1000
515,0.515,1.707027,-1.168350,689.396452,-0.140202,-0.204843,0.006820,-38.672566,9.450649,1000
516,0.516,1.699178,-1.166198,689.372565,-0.139944,-0.203901,0.006655,-38.676488,9.438288,1000
517,0.517,1.691130,-1.163999,689.349307,-0.139680,-0.202936,0.006489,-38.680366,9.425929,1000
518,0.518,1.682883,-1.161753,689.326686,-0.139410,-0.201946,0.006323,-38.684200,9.413572,1000
519,0.519,1.674438,-1.159462,689.304713,-0.139135,-0.200933,0.006157,-38.687989,9.401216,1000
520,0.520,1.665794,-1.157126,689.283395,-0.138855,-0.199895,0.005991,-38.691732,9.388863,1000
521,0.521,1.656951,-1.154746,689.262742,-0.138570,-0.198834,0.005825,-38.695430,9.376513,1000
522,0.522,1.647909,-1.152324,689.242761,-0.138279,-0.197749,0.005658,-38.699081,9.364166,1000
523,0.523,1.638670,-1.149859,689.223460,-0.137983,-0.196640,0.005492,-38.702686,9.351822,1000
524,0.524,1.629232,-1.147354,689.204848,-0.137682,-0.195508,0.005325,-38.706243,9.339481,1000
525,0.525,1.619597,-1.144808,689.186931,-0.137377,-0.194352,0.005158,-38.709753,9.327145,1000
526,0.526,1.609764,-1.142223,689.169717,-0.137067,-0.193172,0.004991,-38.713214,9.314812,1000
527,0.527,1.599734,-1.139599,689.153212,-0.136752,-0.191968,0.004823,-38.716628,9.302484,1000
528,0.528,1.589507,-1.136938,689.137423,-0.136433,-0.190741,0.004656,-38.719992,9.290161,1000
529,0.529,1.579084,-1.134241,689.122356,-0.136109,-0.189490,0.004488,-38.723307,9.277843,1000
530,0.530,1.568465,-1.131508,689.108016,-0.135781,-0.188216,0.004320,-38.726572,9.265531,1000
531,0.531,1.557652,-1.128740,689.094410,-0.135449,-0.186918,0.004152,-38.729787,9.253224,1000
532,0.532,1.546643,-1.125939,689.081543,-0.135113,-0.185597,0.003984,-38.732951,9.240923,1000
533,0.533,1.535441,-1.123104,689.069420,-0.134772,-0.184253,0.003816,-38.736065,9.228628,1000
534,0.534,1.524045,-1.120238,689.058044,-0.134429,-0.182885,0.003648,-38.739127,9.216340,1000
535,0.535,1.512457,-1.117340,689.047421,-0.134081,-0.181495,0.003479,-38.742137,9.204059,1000
